instance_date,area_name_en,property_type_en,property_sub_type_en,rooms_en,reg_type_en,procedure_area,actual_worth,meter_sale_price,building_name_en,trans_group_en,nearest_metro_en,nearest_mall_en,sqft,ppsf
2024-02-06,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,114.6,1470928.0,12831.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,1234.0,1192.0
2024-02-26,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,91.0,1164031.0,12798.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,980.0,1188.0
2024-02-08,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,101.7,1234065.0,12131.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1095.0,1127.0
2024-02-14,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,59.6,760226.0,12766.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,642.0,1184.0
2024-02-17,EMAAR SOUTH,Apartment,Apartment,3 B/R,Ready,182.7,2372202.0,12981.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,1967.0,1206.0
2024-02-27,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,66.2,806403.0,12174.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,713.0,1131.0
2024-02-04,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,68.6,836154.0,12196.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,738.0,1133.0
2024-02-08,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,118.4,1563198.0,13207.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1274.0,1227.0
2024-02-13,EMAAR SOUTH,Apartment,Apartment,3 B/R,Ready,140.7,1962144.0,13950.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1514.0,1296.0
2024-02-24,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,38.6,463008.0,11980.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,415.0,1116.0
2024-02-27,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,37.4,504556.0,13477.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,403.0,1252.0
2024-02-08,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,78.8,1104096.0,14015.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,848.0,1302.0
2024-02-06,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,64.7,855384.0,13229.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,696.0,1229.0
2024-02-27,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,137.2,1747291.0,12734.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1477.0,1183.0
2024-02-02,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,66.5,847028.0,12734.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,716.0,1183.0
2024-02-13,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,39.4,541872.0,13756.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,424.0,1278.0
2024-02-17,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,117.4,1697552.0,14456.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,1264.0,1343.0
2024-02-09,EMAAR SOUTH,Apartment,Apartment,3 B/R,Ready,152.8,2233910.0,14618.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1645.0,1358.0
2024-02-23,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,69.6,870338.0,12508.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,749.0,1162.0
2024-02-08,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,90.9,1087536.0,11970.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,978.0,1112.0
2024-02-25,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,154.0,1828774.0,11873.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1658.0,1103.0
2024-02-22,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,56.9,642600.0,11302.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,612.0,1050.0
2024-02-04,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,83.9,1154034.0,13756.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,903.0,1278.0
2024-02-24,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,74.6,929071.0,12454.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,803.0,1157.0
2024-02-26,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,66.3,982464.0,14811.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,714.0,1376.0
2024-02-21,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,140.3,1902600.0,13563.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,1510.0,1260.0
2024-02-12,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,204.8,2114595.0,10323.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2204.0,959.0
2024-02-20,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,178.0,1622852.0,9117.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,1916.0,847.0
2024-02-11,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,210.8,2348415.0,11141.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2269.0,1035.0
2024-02-10,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,185.0,2052721.0,11098.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,1991.0,1031.0
2024-02-15,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,201.6,2178680.0,10807.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2170.0,1004.0
2024-02-15,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,252.1,2420888.0,9601.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2714.0,892.0
2024-02-21,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,201.5,2231901.0,11076.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2169.0,1029.0
2024-02-01,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,217.9,2376498.0,10904.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2345.0,1013.0
2024-02-20,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,219.3,2198091.0,10021.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2361.0,931.0
2024-02-11,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,254.6,2587504.0,10161.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2741.0,944.0
2024-02-18,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,280.6,2838800.0,10118.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,3020.0,940.0
2024-02-26,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,279.1,2769688.0,9924.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,3004.0,922.0
2024-02-24,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,214.0,2370816.0,11076.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2303.0,1029.0
2024-02-05,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,270.9,3090960.0,11410.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2916.0,1060.0
2024-02-27,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,189.2,1922928.0,10161.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2037.0,944.0
2024-02-02,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,209.7,2015501.0,9612.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2257.0,893.0
2024-02-02,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,216.6,2202795.0,10172.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2331.0,945.0
2024-02-12,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,241.3,2750223.0,11399.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2597.0,1059.0
2024-02-21,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,197.2,2165460.0,10979.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2123.0,1020.0
2024-02-07,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,203.0,2219960.0,10936.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2185.0,1016.0
2024-02-18,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,178.3,1752047.0,9828.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,1919.0,913.0
2024-02-27,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,207.5,2236234.0,10775.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2234.0,1001.0
2024-02-25,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,167.5,1721865.0,10280.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,1803.0,955.0
2024-02-23,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,197.6,2075952.0,10506.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,2127.0,976.0
2024-02-19,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,177.8,2063292.0,11604.0,Urbana I,Sales,UAE Exchange,Dubai Hills Mall,1914.0,1078.0
2024-02-05,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,247.9,2913456.0,11754.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2668.0,1092.0
2024-02-21,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,189.4,2304070.0,12163.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2039.0,1130.0
2024-02-20,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,184.5,1958196.0,10613.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,1986.0,986.0
2024-02-05,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,245.6,2585832.0,10527.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2644.0,978.0
2024-02-22,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,292.2,3047505.0,10430.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,3145.0,969.0
2024-02-11,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,269.4,2665100.0,9892.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2900.0,919.0
2024-02-24,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,194.2,2179870.0,11227.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2090.0,1043.0
2024-02-05,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,178.5,1840318.0,10312.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,1921.0,958.0
2024-02-20,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,229.3,2621016.0,11431.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2468.0,1062.0
2024-02-06,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,395.7,4480468.0,11324.0,Greenway Villas,Sales,UAE Exchange,Dubai Hills Mall,4259.0,1052.0
2024-02-03,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,336.3,3124060.0,9289.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,3620.0,863.0
2024-02-14,EMAAR SOUTH,Villa,Villa,5 B/R,Ready,526.8,5108670.0,9698.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,5670.0,901.0
2024-02-27,EMAAR SOUTH,Villa,Villa,5 B/R,Off-Plan,538.7,5364075.0,9957.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,5799.0,925.0
2024-02-09,EMAAR SOUTH,Villa,Villa,5 B/R,Off-Plan,479.0,4980696.0,10398.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,5156.0,966.0
2024-02-21,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,337.2,3241590.0,9612.0,Expo Golf,Sales,UAE Exchange,Dubai Hills Mall,3630.0,893.0
2024-02-12,EMAAR SOUTH,Villa,Villa,5 B/R,Off-Plan,600.3,6100128.0,10161.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,6462.0,944.0
2024-02-19,EMAAR SOUTH,Villa,Villa,5 B/R,Off-Plan,600.9,5659500.0,9418.0,Fairways Villas,Sales,UAE Exchange,Dubai Hills Mall,6468.0,875.0
2024-02-04,EMAAR SOUTH,Villa,Villa,4 B/R,Ready,306.7,2498857.0,8148.0,Greenway Villas,Sales,UAE Exchange,Dubai Hills Mall,3301.0,757.0
2024-02-23,EMAAR SOUTH,Villa,Villa,5 B/R,Ready,568.7,5576231.0,9806.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,6121.0,911.0
2024-02-16,EMAAR SOUTH,Villa,Villa,4 B/R,Off-Plan,397.4,3405288.0,8568.0,Golf Point,Sales,UAE Exchange,Dubai Hills Mall,4278.0,796.0
2024-03-09,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,76.6,990000.0,12917.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,825.0,1200.0
2024-03-04,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,124.3,1684542.0,13552.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,1338.0,1259.0
2024-03-10,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,68.1,966094.0,14187.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,733.0,1318.0
2024-03-09,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,114.2,1462510.0,12809.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1229.0,1190.0
2024-03-03,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,45.6,543046.0,11905.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,491.0,1106.0
2024-03-09,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,54.3,710144.0,13089.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,584.0,1216.0
2024-03-16,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,97.0,1367640.0,14101.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,1044.0,1310.0
2024-03-17,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,101.7,1292100.0,12702.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1095.0,1180.0
2024-03-21,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,112.9,1397250.0,12379.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,1215.0,1150.0
2024-03-04,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,112.1,1496680.0,13347.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,1207.0,1240.0
2024-03-04,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,70.4,920212.0,13067.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,758.0,1214.0
2024-03-14,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,44.8,578400.0,12917.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,482.0,1200.0
2024-03-15,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,122.1,1639872.0,13433.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1314.0,1248.0
2024-03-07,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,163.5,1971200.0,12056.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1760.0,1120.0
2024-03-15,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,69.8,916971.0,13143.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,751.0,1221.0
2024-03-26,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,68.7,842120.0,12249.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,739.0,1140.0
2024-03-11,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,38.9,503638.0,12938.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,419.0,1202.0
2024-03-12,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,74.0,901868.0,12196.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,797.0,1132.0
2024-03-08,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,69.7,884250.0,12691.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,750.0,1179.0
2024-03-25,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,51.7,638844.0,12368.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,556.0,1149.0
2024-03-07,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,56.9,727631.0,12777.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,612.0,1189.0
2024-03-23,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,93.2,1247732.0,13390.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1003.0,1244.0
2024-03-01,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,42.5,514334.0,12088.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,457.0,1125.0
2024-03-01,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,67.6,883792.0,13067.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,728.0,1214.0
2024-03-11,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,87.7,1147904.0,13089.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,944.0,1216.0
2024-03-22,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,170.4,2158618.0,12669.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,1834.0,1177.0
2024-03-07,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,72.5,994500.0,13724.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,780.0,1275.0
2024-03-08,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,56.0,664506.0,11862.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,603.0,1102.0
2024-03-15,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,178.0,2308780.0,12971.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1916.0,1205.0
2024-03-19,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,116.3,1626348.0,13982.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1252.0,1299.0
2024-03-21,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,123.5,1734345.0,14047.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1329.0,1305.0
2024-03-21,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,106.7,1383340.0,12971.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,1149.0,1204.0
2024-03-10,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,63.9,844864.0,13218.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,688.0,1228.0
2024-03-20,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,84.2,1157868.0,13756.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,906.0,1278.0
2024-03-02,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,57.9,853510.0,14747.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,623.0,1370.0
2024-03-11,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,105.2,1304064.0,12400.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1132.0,1152.0
2024-03-01,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,38.4,534009.0,13918.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,413.0,1293.0
2024-03-14,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,115.3,1604613.0,13918.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1241.0,1293.0
2024-03-02,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,120.7,1522428.0,12615.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,1299.0,1172.0
2024-03-17,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,69.4,952425.0,13724.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,747.0,1275.0
2024-03-19,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,172.9,1978243.0,11442.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,1861.0,1063.0
2024-03-27,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,68.2,966678.0,14176.0,Mimosa,Sales,UAE Exchange,Dubai Hills Mall,734.0,1317.0
2024-03-12,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,115.0,1494266.0,12992.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1238.0,1207.0
2024-03-06,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,58.5,778680.0,13304.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,630.0,1236.0
2024-03-25,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,89.7,1200460.0,13390.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,966.0,1243.0
2024-03-13,EMAAR SOUTH,Apartment,Apartment,Studio,Off-Plan,41.3,515755.0,12475.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,445.0,1159.0
2024-03-25,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,147.9,1904032.0,12874.0,Almeria,Sales,UAE Exchange,Dubai Hills Mall,1592.0,1196.0
2024-03-15,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,113.3,1529880.0,13498.0,Mulberry Park,Sales,UAE Exchange,Dubai Hills Mall,1220.0,1254.0
2024-03-07,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,71.5,945560.0,13218.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,770.0,1228.0
2024-03-04,EMAAR SOUTH,Apartment,Apartment,1 B/R,Ready,77.9,881576.0,11324.0,Expo Golf Villas,Sales,UAE Exchange,Dubai Hills Mall,839.0,1051.0
2024-03-21,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,114.2,1552227.0,13595.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1229.0,1263.0
2024-03-20,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,63.8,848445.0,13294.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,687.0,1235.0
2024-03-03,EMAAR SOUTH,Apartment,Apartment,2 B/R,Ready,84.0,1039600.0,12379.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,904.0,1150.0
2024-03-20,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,85.9,1096125.0,12755.0,Urbana,Sales,UAE Exchange,Dubai Hills Mall,925.0,1185.0
2024-03-17,EMAAR SOUTH,Apartment,Apartment,3 B/R,Ready,183.0,2537360.0,13864.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,1970.0,1288.0
2024-03-26,EMAAR SOUTH,Apartment,Apartment,Studio,Ready,32.9,418428.0,12723.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,354.0,1182.0
2024-03-19,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,120.6,1527746.0,12669.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1298.0,1177.0
2024-03-25,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,61.5,842726.0,13703.0,Golf Links,Sales,UAE Exchange,Dubai Hills Mall,662.0,1273.0
2024-03-07,EMAAR SOUTH,Apartment,Apartment,1 B/R,Off-Plan,72.7,1002240.0,13778.0,Parkside,Sales,UAE Exchange,Dubai Hills Mall,783.0,1280.0
2024-03-21,EMAAR SOUTH,Apartment,Apartment,3 B/R,Off-Plan,143.5,1798380.0,12529.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1545.0,1164.0
2024-03-04,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,84.9,1141586.0,13444.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,914.0,1249.0
2024-03-26,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,115.0,1526454.0,13272.0,Fairway Residences,Sales,UAE Exchange,Dubai Hills Mall,1238.0,1233.0
2024-03-21,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,109.4,1441872.0,13175.0,The Pulse Residence,Sales,UAE Exchange,Dubai Hills Mall,1178.0,1224.0
2024-03-11,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,88.2,1061931.0,12045.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,949.0,1119.0
2024-03-25,EMAAR SOUTH,Apartment,Apartment,2 B/R,Off-Plan,115.5,1453067.0,12583.0,Greenway,Sales,UAE Exchange,Dubai Hills Mall,1243.0,1169.0
2024-03-13,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,193.3,1893710.0,9795.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2081.0,910.0
2024-03-12,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,282.0,2895390.0,10269.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,3035.0,954.0
2024-03-22,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,272.5,2853809.0,10473.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2933.0,973.0
2024-03-04,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Off-Plan,296.5,3255840.0,10979.0,Greenway Townhouses,Sales,UAE Exchange,Dubai Hills Mall,3192.0,1020.0
2024-03-20,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,202.2,2065973.0,10215.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2176.0,949.0
2024-03-18,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,204.7,2196391.0,10732.0,Urbana III,Sales,UAE Exchange,Dubai Hills Mall,2203.0,997.0
2024-03-13,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,254.6,2469641.0,9698.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,2741.0,901.0
2024-03-27,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,189.6,2114476.0,11152.0,The Pulse Townhouses,Sales,UAE Exchange,Dubai Hills Mall,2041.0,1036.0
2024-03-21,EMAAR SOUTH,Townhouse,Townhouse,4 B/R,Ready,283.4,3124224.0,11022.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,3051.0,1024.0
2024-03-23,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Ready,167.5,1765137.0,10538.0,Golf Dale,Sales,UAE Exchange,Dubai Hills Mall,1803.0,979.0
2024-03-14,EMAAR SOUTH,Townhouse,Townhouse,3 B/R,Off-Plan,217.1,2178084.0,10032.0,Urbana II,Sales,UAE Exchange,Dubai Hills Mall,2337.0,932.0
